Left Hand Side,Right Hand Side,Support,Confidence,Lift,Total_Items,Support_Confidence_Score
Non Fat Acai & Mixed Berries Yogurt,Icelandic Style Skyr Blueberry Non-fat Yogurt,0.0011328888923063517,0.44200000000000006,78.81518555758684,2,5.672792611015118e-07
Nonfat Icelandic Style Strawberry Yogurt,Icelandic Style Skyr Blueberry Non-fat Yogurt,0.0013199949763297988,0.4342327150084317,77.43016291530377,2,7.566013236349002e-07
Icelandic Style Skyr Blueberry Non-fat Yogurt,Non Fat Raspberry Yogurt,0.0020812347976306733,0.3711151736745887,75.68828978288647,2,1.6074995821249804e-06
Nonfat Icelandic Style Strawberry Yogurt,Non Fat Raspberry Yogurt,0.0010995686307679294,0.36172006745362556,73.7721743216071,2,4.3733807213055686e-07
Nonfat Icelandic Style Strawberry Yogurt,Vanilla Skyr Nonfat Yogurt,0.0010611221751466733,0.3490725126475548,67.08950149112385,2,3.930487622457293e-07
Vanilla Skyr Nonfat Yogurt,Icelandic Style Skyr Blueberry Non-fat Yogurt,0.0018505560639031353,0.35566502463054184,63.42037310542952,2,1.2179954149548453e-06
Vanilla Skyr Nonfat Yogurt,Non Fat Raspberry Yogurt,0.0014507129254420703,0.2788177339901478,56.864388588321034,2,5.867908785700957e-07
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% Lowfat Greek Strained Yogurt with Peach,0.0016942071443766932,0.28627111303594627,51.02308522810121,2,8.216948105524886e-07
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% with Strawberry Lowfat Greek Strained Yogurt,0.0025784756236655877,0.4356864443482027,49.688504332588224,2,2.8966772460323376e-06
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,0.0014891593810633264,0.2516240796881767,46.77079064439314,2,5.580004676238096e-07
Total 2% Lowfat Greek Strained Yogurt with Peach,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,0.0013917616934894773,0.24805847418912746,46.10803138652246,2,4.804894161833398e-07
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% Lowfat Greek Strained Yogurt with Peach,0.00216325390295602,0.24671148786904412,43.97223715238518,2,1.1545277189898737e-06
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,0.0015224796426017485,0.17363344051446944,32.27422949835245,2,4.024726371555767e-07
Sparkling Lemon Water,Sparkling Water Grapefruit && Lime Sparkling Water,0.001109821018933598,0.1136482939632546,32.200597556024455,3,1.3998090985063742e-07
Total 2% All Natural Greek Strained Yogurt with Honey,Total 2% with Strawberry Lowfat Greek Strained Yogurt,0.0014584022165663214,0.21935235158057054,25.016363059402025,2,4.6654863816017095e-07
Mango Chunks,Pineapple Chunks,0.0010918793396436782,0.19258589511754068,24.587030346136732,2,2.2960099897700926e-07
Yellow Bell Pepper,Orange Bell Pepper,0.0022350206201156983,0.2854337152209493,23.113910397384608,2,1.4258319392086868e-06
Frozen Organic Wild Blueberries,Organic Whole Strawberries,0.0019377013633113164,0.21087866108786613,21.904936703784408,2,7.917832773986533e-07
Sparkling Water Berry,Sparkling Lemon Water,0.001022675719525417,0.19840875186474388,20.317524873040792,2,2.0750889373218538e-07
Sparkling Lemon Water,Lime Sparkling Water,0.002317039725441045,0.23727034120734905,16.419250697600365,2,1.2738268957222593e-06
Sparkling Water Berry,Lime Sparkling Water,0.0011559567656791053,0.22426653406265537,15.519379401232207,2,2.996730263042284e-07
Organic Red Bell Pepper,Organic Bell Pepper,0.0017557214733707033,0.10026346604215457,14.344734897962864,2,3.0906793853303136e-07
Blackberries,Raspberries,0.0014891593810633264,0.2300079176563737,13.72774653470815,2,5.100645604684784e-07
Sparkling Water Berry,Sparkling Water Grapefruit,0.0015839939715957586,0.3073097961213327,13.4234033683527,2,7.710516188304096e-07
Peach Pear Flavored Sparkling Water,Sparkling Water Grapefruit,0.001835177481654633,0.29525773195876287,12.896964833957368,2,9.943915441844634e-07
Organic Yellow Squash,Organic Zucchini,0.0014558391195249043,0.42011834319526625,12.876929213030301,2,8.904271921755766e-07
Pure Sparkling Water,Sparkling Lemon Water,0.001084190048519427,0.12390158172231987,12.68781464926726,2,1.4564235206019914e-07
Peach Pear Flavored Sparkling Water,Lime Sparkling Water,0.001050869786981005,0.16907216494845362,11.699895773525014,2,1.8671100897636954e-07
Sparkling Lemon Water,Sparkling Water Grapefruit,0.00253233987692008,0.2593175853018373,11.32708619102863,2,1.6629376139665963e-06
Lime Sparkling Water,Sparkling Water Grapefruit,0.003529384626031326,0.2442355445193331,10.668297178778703,2,3.0423336980432907e-06
Organic Garbanzo Beans,Organic Black Beans,0.0010662483692295073,0.11811470755252697,10.022359176977176,2,1.3428290837932618e-07
Organic Jalapeno Pepper,Organic Cilantro,0.0013917616934894773,0.20780711825487946,9.669239190041262,2,4.0252251512641824e-07
Yellow Bell Pepper,Red Peppers,0.0013456259467439697,0.17184942716857612,9.62635600259892,2,3.1116933682129874e-07
Jalapeno Peppers,Bunched Cilantro,0.0018531191609445525,0.13724373576309795,9.438754669342492,2,4.713019365279168e-07
Limes && Organic Garlic,Organic Cilantro,0.001022675719525417,0.20284697508896798,9.438444349658452,3,2.1215067884871624e-07
Organic Mint,Organic Italian Parsley Bunch,0.0011046948248507637,0.1707606973058637,8.959494128022412,2,2.0838792898511793e-07
Organic Thyme,Organic Italian Parsley Bunch,0.0010303650106496683,0.16736053288925895,8.781093866103154,2,1.7767865369641074e-07
Pure Sparkling Water,Lime Sparkling Water,0.0010944424366850954,0.1250732278851787,8.655142795155395,2,1.4981324357403288e-07
Pure Sparkling Water,Sparkling Water Grapefruit,0.0016993333384595275,0.19420035149384887,8.48274179762423,2,5.607989180485067e-07
Green Onions,Bunched Cilantro,0.0010303650106496683,0.12072072072072074,8.302406372528003,2,1.281634012548885e-07
Bag of Organic Bananas && Limes,Organic Cilantro,0.0010611221751466733,0.16396039603960397,7.629056696009494,3,1.846161710983901e-07
Orange Bell Pepper,Red Peppers,0.0016685761739625223,0.13511830635118308,7.568817311964556,2,3.761891527300398e-07
Green Bell Pepper,Red Peppers,0.002322165919523879,0.13159041394335513,7.371198100680809,2,7.095953274313949e-07
Limes && Banana,Bunched Cilantro,0.0010329281076910852,0.10664196877480814,7.334159006415956,3,1.1378063288972989e-07
Organic Yellow Onion && Organic Baby Spinach,Organic Garlic,0.0015147903514774973,0.2459425717852684,7.050347700935917,3,5.643373188003446e-07
Organic Red Bell Pepper,Green Bell Pepper,0.0020581669242579195,0.11753512880562061,6.660375179215585,2,4.978848102681164e-07
Jalapeno Peppers,Organic Cilantro,0.001924885878104231,0.14255884586180714,6.633245246216058,2,5.282069890731866e-07
Globe Eggplant,Organic Zucchini,0.0011303257952649346,0.21585903083700442,6.616234461320589,2,2.7578935580891646e-07
Organic Carrot Bunch,Organic Small Bunch Celery,0.0015327320307674168,0.13572401270994097,6.418561300705648,2,3.188520090621799e-07
Bag of Organic Bananas && Organic Yellow Onion,Organic Garlic,0.001655760688755437,0.22275862068965518,6.385741670678255,3,6.107024393601415e-07
Organic Strawberries && Organic Yellow Onion,Organic Garlic,0.0011072579218921808,0.21785173978819972,6.24507787168152,3,2.6709061301874536e-07
Whole Milk Plain Yogurt,Organic Whole Milk,0.0011123841159750149,0.25276645311589985,6.183308670294544,2,3.1277281008707376e-07
Bunched Cilantro,Limes,0.00400099448165207,0.27516305305834654,6.132858648378925,2,4.404798277928838e-06
Organic Jalapeno Pepper,Limes,0.0017813524437848742,0.26597780329123616,5.928136983004037,2,8.440051617451011e-07
Orange Bell Pepper,Green Bell Pepper,0.001291800908874211,0.10460772104607723,5.927816439984047,2,1.7456409141485925e-07
Organic Strawberries && Organic Raspberries,Bag of Organic Bananas && Organic Hass Avocado,0.0010970055337265125,0.11122661122661123,5.918630121371529,4,1.3385245539484947e-07
Organic Ginger Root,Organic Garlic,0.003398666676919055,0.20609263288778368,5.9079837618712325,2,2.380562643727202e-06
Organic White Onions,Organic Garlic,0.0015455475159745023,0.20489296636085627,5.873593350814634,2,4.894313373609846e-07
Raspberries,Blueberries,0.0016813916591696077,0.10035184335322013,5.869071014808709,2,2.8370247972471824e-07
Jalapeno Peppers,Limes,0.0035473263053212457,0.2627182991647684,5.855488864554807,2,3.3059220008221193e-06
Organic Red Onion,Organic Cilantro,0.0026912518934879394,0.12582384661473936,5.854567826867073,2,9.113215808163619e-07
Limes,Organic Cilantro,0.005641376588159004,0.1257355041416738,5.850457262657897,2,4.001548740962707e-06
Banana && Organic Yellow Onion,Organic Garlic,0.001050869786981005,0.20387866732968674,5.844516803429777,3,2.2514878009333472e-07
Organic Yellow Onion,Organic Garlic,0.007010070408275728,0.19790159189580317,5.673174120714423,2,9.725099370316105e-06
Organic Thyme,Organic Garlic,0.0012174710946731154,0.197751873438801,5.668882195280568,2,2.9311491945177483e-07
Carrots,Organic Small Bunch Celery,0.0026271744674525124,0.11874420759962928,5.615564706377959,2,8.195779453771144e-07
Organic Garlic,Organic Italian Parsley Bunch,0.003670354963309266,0.10521675238795004,5.520526034752001,2,1.4174280644510356e-06
Organic Thyme,Organic Yellow Onion,0.001199529415383196,0.1948376353039134,5.500469459242238,2,2.803461877589301e-07
Organic Jalapeno Pepper,Organic Garlic,0.0012841116177499596,0.19173363949483352,5.496359636284187,2,3.161577749969574e-07
Blackberries,Strawberries,0.0015199165455603316,0.23475851148060176,5.479613372999774,2,5.423265079740914e-07
Organic Lemon && Organic Raspberries,Organic Hass Avocado,0.0010380543017739195,0.3609625668449198,5.478938233047229,3,3.8895764442040335e-07
Organic Italian Parsley Bunch,Organic Small Bunch Celery,0.0021888848733701907,0.11484669176976871,5.43124622230916,2,5.502554207226985e-07
Bag of Organic Bananas && Organic Lemon,Organic Hass Avocado,0.002473388644967487,0.35648319172515697,5.410947195033659,3,2.180839893031846e-06
Organic Ginger Root,Organic Cilantro,0.0019018180047314771,0.11532483680447624,5.366050215119477,2,4.1711975420510514e-07
Organic Cilantro,Organic Italian Parsley Bunch,0.002176069388163105,0.10125223613595706,5.312515288481987,2,4.794574844130432e-07
Limes && Banana,Organic Cilantro,0.0010918793396436782,0.11272823498279967,5.24523065751273,3,1.3439465724719358e-07
Organic Tomato Paste,Organic Yellow Onion,0.0010149864284011657,0.1853932584269663,5.2338448592660045,2,1.9099166204872082e-07
Limes && Organic Baby Spinach,Large Lemon,0.0015429844189330851,0.25,5.173894016549968,3,5.952002292675676e-07
Limes && Banana,Large Lemon,0.002411874315973477,0.24900767398782744,5.153357258082583,3,1.448511931941103e-06
Organic Strawberries && Organic Lemon,Organic Hass Avocado,0.001622440427217015,0.3383217530732229,5.135280381527276,3,8.905687284535149e-07
Organic Butternut Squash,Organic Zucchini,0.0010047340402354974,0.16526138279932545,5.065380177806993,2,1.6682979456590002e-07
Organic Romaine Lettuce,Organic Small Bunch Celery,0.0011610829597619395,0.10378006872852234,4.907891533895658,2,1.3990732615593223e-07
Organic Lemon && Organic Baby Spinach,Organic Hass Avocado,0.001353315237868221,0.32313341493268055,4.9047413334979035,3,5.918066133711485e-07
Organic Broccoli,Fresh Cauliflower,0.0012559175502943718,0.10776336045744447,4.886019566827813,2,1.6997826207110925e-07
Organic Ginger Root,Organic Small Bunch Celery,0.001686517853252442,0.1022691949020827,4.836440387713003,2,2.9088861436512444e-07
Organic Lacinato (Dinosaur) Kale,Organic Small Bunch Celery,0.0013635676260338892,0.10100626542623883,4.776714845435559,2,1.8780263315899266e-07
Organic Cucumber,Organic Small Bunch Celery,0.00259385420591409,0.10075667064914376,4.764911190760652,2,6.778989045436751e-07
Jalapeno Peppers,Organic Red Onion,0.0013661307230753063,0.10117691723614275,4.730314894000336,2,1.888278113702787e-07
Organic Diced Tomatoes,Organic Yellow Onion,0.0011175103100578491,0.16673040152963672,4.706972962951689,2,2.082178094781328e-07
Feta Cheese Crumbles,Organic Red Onion,0.0010406173988153366,0.10047018064835438,4.697272904792978,2,1.087976084412725e-07
Organic Lemon && Organic Yellow Onion,Organic Hass Avocado,0.0010047340402354974,0.3069694596711042,4.659393697442433,3,3.0988275075200855e-07
Bag of Organic Bananas && Organic Red Bell Pepper,Organic Hass Avocado,0.0011918401242589445,0.30632411067193677,4.6495981462413685,3,4.3512815549012713e-07
Organic Russet Potato,Organic Yellow Onion,0.0016762654650867737,0.16436290525257602,4.640136076194522,2,4.618377242461537e-07
Large Lemon && Organic Avocado,Cucumber Kirby,0.0010636852721880904,0.14106050305914347,4.635712470521732,3,1.5959957127192e-07
Shallot,Large Lemon,0.0011969663183417788,0.22059518186112423,4.5653443660440916,2,3.160529747299301e-07
Organic Garlic && Organic Lemon,Organic Hass Avocado,0.0010303650106496683,0.30067314884068813,4.563823958902933,3,3.1921026640147993e-07
Bag of Organic Bananas && Organic Garnet Sweet Potato (Yam),Organic Hass Avocado,0.0011251996011821003,0.2982336956521739,4.5267962597176545,3,3.775859704875387e-07
Organic Strawberries && Organic Raspberries,Organic Blueberries,0.0013584414319510552,0.13773388773388773,4.524483413407384,3,2.5416903735495155e-07
Bag of Organic Bananas && Organic Strawberries,Organic Raspberries,0.003383288094670552,0.18315526571388924,4.5224084794678205,3,2.096512085143906e-06
Jalapeno Peppers,Yellow Onions,0.0014276450520693165,0.10573272589217919,4.514329197309191,2,2.1550131166415846e-07
Limes && Organic Garlic,Large Lemon,0.0010970055337265125,0.21759023894255214,4.503155341298194,3,2.618526936244946e-07
Limes && Organic Lemon,Organic Hass Avocado,0.0010790638544365928,0.2960618846694796,4.493831018108133,3,3.4472818257496847e-07
Raspberries,Strawberries,0.003224376078102693,0.19244301667431543,4.491906687677786,2,2.0007532775042766e-06
Bag of Organic Bananas && Organic Tomato Cluster,Organic Hass Avocado,0.001381509305323809,0.2955043859649123,4.4853689191319805,3,5.63990203297857e-07
Organic Jalapeno Pepper,Organic Yellow Onion,0.0010636852721880904,0.1588212782242633,4.483690170986324,2,1.796945804370412e-07
Garlic,Yellow Onions,0.0011764615420104421,0.10491428571428572,4.479385348466374,2,1.4520785091697844e-07
Broccoli Crown && Banana,Organic Avocado,0.0010406173988153366,0.2496924969249693,4.452185766316327,3,2.703881523439005e-07
Organic Small Bunch Celery,Organic Yellow Onion,0.0033268999597593765,0.15733333333333333,4.441683936324168,2,1.741406765846852e-06
Organic Garlic && Banana,Large Lemon,0.0012994901999984622,0.21383382539013074,4.425414198887952,3,3.610957880241526e-07
Bag of Organic Bananas && Organic Kiwi,Organic Hass Avocado,0.0012507913562115375,0.29013079667063024,4.403804883031294,3,4.539035435109791e-07
Bag of Organic Bananas && Organic Cilantro,Organic Hass Avocado,0.0012149079976316983,0.28973105134474325,4.3977372733934645,3,4.276434497825704e-07
Bag of Organic Bananas && Organic Baby Arugula,Organic Hass Avocado,0.0010278019136082512,0.2895306859205776,4.39469598910563,3,3.0585349185583395e-07
Large Lemon && Organic Baby Spinach,Organic Avocado,0.0017685369585777888,0.2448545067423705,4.365921135645357,3,7.65837065990187e-07
Organic Red Bell Pepper,Organic Cucumber,0.0019633323337254873,0.11211943793911007,4.355210580471685,2,4.3218386579792265e-07
Bag of Organic Bananas && Organic Small Bunch Celery,Organic Hass Avocado,0.0013712569171581406,0.2867095391211147,4.351874681633997,3,5.391130011130308e-07
Organic Red Onion,Organic Garlic,0.0032320653692269443,0.15110844817255842,4.331771813362836,2,1.5785161055429175e-06
Organic Celery Hearts,Organic Yellow Onion,0.0011175103100578491,0.1529824561403509,4.318854139690761,2,1.9104897255625168e-07
Bag of Organic Bananas && Organic Cucumber,Organic Hass Avocado,0.0018966918106486429,0.28439661798616445,4.316767573029724,3,1.0230997195197557e-06
Bag of Organic Bananas && Organic Raspberries,Organic Hass Avocado,0.00330639518342804,0.28264680105170903,4.290207647476168,3,3.0899652389581556e-06
Large Lemon && Banana,Cucumber Kirby,0.0016173142331341807,0.1300494641384996,4.273853485682954,3,3.401710763414453e-07
Organic Nectarine,Organic Strawberries,0.0013199949763297988,0.34173855341738557,4.233515013382016,2,5.954407231791584e-07
Organic Garlic && Banana,Limes,0.0011533936686376884,0.18979333614508645,4.230130789889398,3,2.524852929920192e-07
Bartlett Pears,Honeycrisp Apple,0.0010124233313597486,0.10068824878919194,4.228613813762068,2,1.0320555588662264e-07
Bag of Organic Bananas && Organic Yellow Onion,Organic Hass Avocado,0.0020684193124235876,0.2782758620689655,4.223862527769728,3,1.1905638864722555e-06
Organic Bartlett Pear,Apple Honeycrisp Organic,0.0011662091538447738,0.10648256494266324,4.222859540564636,2,1.4482095124799e-07
Organic Mint,Limes,0.0012251603857973666,0.1893819334389857,4.220961409712688,2,2.8426568546084734e-07
Limes && Organic Baby Spinach,Organic Avocado,0.0014584022165663214,0.23629568106312293,4.213311496449915,3,5.02586032968224e-07
Feta Cheese Crumbles,Organic Grape Tomatoes,0.001148267474554854,0.11086364761197724,4.190852117697486,2,1.4617573633210123e-07
Limes && Banana,Organic Avocado,0.0022657777846127034,0.233924318602805,4.171028503077563,3,1.2009087295083604e-06
Organic Yellow Peaches,Organic Strawberries,0.002137622932541849,0.3349397590361446,4.1492903984006135,2,1.530484386603145e-06
Limes && Banana,Cucumber Kirby,0.0012225972887559497,0.12622386874834612,4.148131828148036,3,1.8867238693723506e-07
Carrots,Organic Yellow Onion,0.0032346284662683614,0.14620018535681184,4.127383568561231,2,1.5296664155780278e-06
Large Lemon && Organic Garlic,Organic Avocado,0.0011072579218921808,0.2313872522763792,4.125790897919939,3,2.8368542346875845e-07
Organic D'Anjou Pears,Apple Honeycrisp Organic,0.0014609653136077386,0.10395768739741018,4.122728563850556,2,2.218893304964483e-07
Banana && Organic Avocado,Cucumber Kirby,0.002024846662719497,0.12521794262165162,4.11507378433838,3,5.133940665629681e-07
Bag of Organic Bananas && Organic Red Onion,Organic Hass Avocado,0.0011123841159750149,0.2707423580786026,4.109513820084073,3,3.350161665124801e-07
Bag of Organic Bananas && Apple Honeycrisp Organic,Organic Raspberries,0.0011559567656791053,0.16629793510324484,4.106172917811296,3,2.2221329494756762e-07
Bag of Organic Bananas && Original Hummus,Organic Hass Avocado,0.00108162695147801,0.26982097186700765,4.095528386120006,3,3.1566810475258615e-07
Bag of Organic Bananas && Organic Garlic,Organic Hass Avocado,0.0017941679289919595,0.2695417789757412,4.0912906042920305,3,8.676653793593792e-07
Bag of Organic Bananas && Organic D'Anjou Pears,Organic Hass Avocado,0.0011251996011821003,0.2691600245248314,4.0854960725348795,3,3.4077654724565113e-07
Organic Strawberries && Organic Baby Spinach,Organic Cucumber,0.001199529415383196,0.10493273542600896,4.076047543275953,3,1.5098465089617716e-07
Organic Italian Parsley Bunch,Organic Yellow Onion,0.002750203125440532,0.14429800968262507,4.073683167272447,2,1.091414912460896e-06
Bag of Organic Bananas && Organic Lemon,Organic Raspberries,0.00114314128047202,0.1647580347247876,4.068150213402952,3,2.153011844311664e-07
Frozen Organic Wild Blueberries,Organic Raspberries,0.0015122272544360802,0.16457461645746166,4.063621310975764,2,3.763543790083622e-07
Bag of Organic Bananas && Organic Navel Orange,Organic Hass Avocado,0.0010944424366850954,0.26704190118824267,4.053345738962668,3,3.198639234282353e-07
Bag of Organic Bananas && Organic Whole String Cheese,Organic Hass Avocado,0.0011533936686376884,0.2665876777251185,4.0464512226691625,3,3.5464610763274735e-07
Organic Navel Orange,Organic Lemon,0.0013968878875723113,0.11083994305470815,4.046083112146664,2,2.162815120791535e-07
Organic Cilantro,Organic Garlic,0.0030244545088721603,0.14072748956469885,4.0341845875191735,2,1.2872800942110704e-06
Bag of Organic Bananas && Organic Baby Spinach,Organic Cucumber,0.0015788677775129243,0.10368624810637939,4.027628510299506,3,2.584715116416526e-07
Bag of Organic Bananas && Limes,Organic Hass Avocado,0.001717275017749447,0.26534653465346536,4.02761229904503,3,7.825158162427183e-07
Bag of Organic Bananas && Apple Honeycrisp Organic,Organic Hass Avocado,0.001840303675737467,0.26474926253687314,4.018546491851411,3,8.966309920331023e-07
Bag of Organic Bananas && Organic Grape Tomatoes,Organic Hass Avocado,0.0013968878875723113,0.26430649854510185,4.011825915299841,3,5.15740152712511e-07
Organic Blackberries,Organic Raspberries,0.0029962604414165723,0.16247394023627518,4.0117521172712785,2,1.4586222493037757e-06
Organic Lacinato (Dinosaur) Kale,Organic Lemon,0.0014814700899390752,0.10973988988038731,4.005926951394344,2,2.408520213837108e-07
Bag of Organic Bananas && Organic Unsweetened Almond Milk,Organic Hass Avocado,0.0010534328840224219,0.2624521072796935,3.9836786885891007,3,2.9124857324933376e-07
Bag of Organic Bananas && Limes,Large Lemon,0.0012456651621287034,0.19247524752475248,3.983386126009164,3,2.9866031854439156e-07
Organic Lemon,Organic Cucumber,0.0027912126781032055,0.10188997005988022,3.9578531948200366,2,7.938113291061031e-07
Organic Raspberries && Organic Baby Spinach,Organic Hass Avocado,0.0013968878875723113,0.2603917821309126,3.9524056556847933,3,5.081013831310071e-07
Organic Strawberries && Organic Cucumber,Organic Hass Avocado,0.0013430628497025526,0.26030799801291604,3.951133922686478,3,4.6954820504898065e-07
Limes && Large Lemon,Organic Avocado,0.001894128713607226,0.22152278177458035,3.9499007302087583,3,7.94762508502008e-07
Limes,Large Lemon,0.008550491730167396,0.19057412167952015,3.9440412314677395,2,1.3933047235022975e-05
Banana && Organic Baby Spinach,Cucumber Kirby,0.0018633715491102208,0.1197890921074312,3.9366638858651117,3,4.1592611902031624e-07
Green Bell Pepper,Organic Yellow Onion,0.0024554469656775674,0.1391430646332607,3.928153697240272,2,8.389241204941838e-07
Organic Garnet Sweet Potato (Yam),Organic Yellow Onion,0.002255525396447035,0.138801261829653,3.9185042479467875,2,7.061368196112693e-07
Organic Avocado && Organic Baby Spinach,Cucumber Kirby,0.0011380150863891858,0.11893919099919635,3.908733337761915,3,1.5403556966545064e-07
Feta Cheese Crumbles,Cucumber Kirby,0.0012302865798802009,0.11878247958426133,3.903583284807809,2,1.7978976316357203e-07
Organic Carrot Bunch,Organic Yellow Onion,0.0015532368070987537,0.13753971856559238,3.8828895671144403,2,3.3182070241247314e-07
Raspberries,Organic Blueberries,0.0019761478189325725,0.1179440110142267,3.8743967103842376,2,4.6059025790908425e-07
Organic Basil,Organic Garlic,0.0011713353479276079,0.13504728132387706,3.871352090400779,2,1.8528844836532012e-07
Carrots,Organic Garlic,0.002970629471002402,0.13426784059314179,3.849008141876271,2,1.1848652835000118e-06
Organic Garlic && Organic Baby Spinach,Limes,0.0011200734070992663,0.1726590280521533,3.8482398041492014,3,2.1661187637145355e-07
