Left Hand Side,Right Hand Side,Support,Confidence,Lift,Total_Items,Support_Confidence_Score
Almond Milk Blueberry Yogurt,Almond Milk Strawberry Yogurt,0.0010088474656400905,0.5872235872235873,282.7553185114161,2,5.976604347270164e-07
Yotoddler Organic Pear Spinach Mango Yogurt,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,0.001101712085908216,0.435,189.43610294117647,2,5.27989741302761e-07
Non Fat Acai & Mixed Berries Yogurt,Icelandic Style Skyr Blueberry Non-fat Yogurt,0.00104683753756796,0.43432574430823123,77.24737697417208,2,4.7596404528058654e-07
Icelandic Style Skyr Blueberry Non-fat Yogurt,Non Fat Raspberry Yogurt,0.001983925978455408,0.35285285285285284,74.43655587912043,2,1.388815522038601e-06
Nonfat Icelandic Style Strawberry Yogurt,Icelandic Style Skyr Blueberry Non-fat Yogurt,0.0013296525174754331,0.39823008849557523,70.82755321693375,2,7.040611661530449e-07
Nonfat Icelandic Style Strawberry Yogurt,Non Fat Raspberry Yogurt,0.0010595008948772499,0.3173198482932996,66.94064233310405,2,3.5620490354951837e-07
Nonfat Icelandic Style Strawberry Yogurt,Vanilla Skyr Nonfat Yogurt,0.0011439232769391821,0.34260429835651074,63.06474646297655,2,4.483184394624627e-07
Vanilla Skyr Nonfat Yogurt,Icelandic Style Skyr Blueberry Non-fat Yogurt,0.0017855333806098674,0.3286713286713287,58.45612045612046,2,1.0478467433831382e-06
Vanilla Skyr Nonfat Yogurt,Non Fat Raspberry Yogurt,0.0013676425894033025,0.2517482517482517,53.10789655580394,2,4.708815740181239e-07
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% with Strawberry Lowfat Greek Strained Yogurt,0.002452470198899132,0.4210144927536232,48.440999218700505,2,2.5322380104635728e-06
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% Lowfat Greek Strained Yogurt with Peach,0.001494276162496201,0.2565217391304348,47.440301394969964,2,5.72777451036774e-07
Total 2% Lowfat Greek Strained Yogurt With Blueberry,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,0.0014182960186404619,0.2434782608695652,46.18172451004282,2,4.897720061022504e-07
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% Lowfat Greek Strained Yogurt with Peach,0.001983925978455408,0.2282661486158329,42.214803803033,2,8.984469525766955e-07
Total 2% Lowfat Greek Strained Yogurt with Peach,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,0.0010679431330834432,0.19750195160031225,37.46117081018445,2,2.2525147656637034e-07
Packaged Grape Tomatoes,Baby Cucumbers,0.0015153817580116841,0.2386968085106383,35.83537941914084,2,5.481390240909143e-07
Packaged Grape Tomatoes,Rainbow Bell Peppers,0.0010721642521865397,0.16888297872340424,31.753216818642347,2,1.941370948479703e-07
Packaged Grape Tomatoes,Seedless Cucumbers,0.0011439232769391821,0.18018617021276595,31.135539364029984,2,2.3578449841410106e-07
Total 2% with Strawberry Lowfat Greek Strained Yogurt,Total 2% Greek Strained Yogurt with Cherry 5.3 oz,0.0013338736365785296,0.1534725594949004,29.109898506469086,2,2.7306127516343713e-07
Baby Cucumbers,Rainbow Bell Peppers,0.0010004052274338972,0.15019011406844104,28.23860220894441,2,1.5031186104009187e-07
Organic Orange Bell Pepper,Organic Bell Pepper,0.0010595008948772499,0.2492552135054618,25.34315755377593,2,2.7979948233134963e-07
Total 2% All Natural Greek Strained Yogurt with Honey,Total 2% with Strawberry Lowfat Greek Strained Yogurt,0.0012072400634856313,0.1904127829560586,21.90847495552312,2,2.775130301418444e-07
Yellow Bell Pepper,Orange Bell Pepper,0.0025579981764765475,0.2944606413994169,21.75207477084112,2,1.9267604132845237e-06
Mango Chunks,Pineapple Chunks,0.0012030189443825348,0.1958762886597938,21.71449522164707,2,2.8348285598270203e-07
Frozen Organic Wild Blueberries,Organic Whole Strawberries,0.0024482490797960357,0.2264740335806326,20.276872430607025,2,1.3574680448648336e-06
